Comune di Rocca Pietore;Veneto;BL;Rocca Pietore;comune.roccapietore.bl@pecveneto.it
Comune di Roccavaldina;Sicilia;ME;Roccavaldina;comuneroccavaldina@pec.it
Comune di Roccabascerana;Campania;AV;Roccabascerana;segreteria.roccabascerana@asmepec.it
Comune di Roccabernarda;Calabria;KR;Roccabernarda;segreteria.roccabernarda@asmepec.it
Comune di Roccabianca;Emilia Romagna;PR;Roccabianca;protocollo@postacert.comune.roccabianca.pr.it
Comune di Roccabruna;Piemonte;CN;Roccabruna;roccabruna@postemailcertificata.it
Comune di Rocca Canavese;Piemonte;TO;Rocca Canavese;rocca.canavese@cert.ruparpiemonte.it
Comune di Rocca Canterano;Lazio;RM;Rocca Canterano;segretarioroccacanterano@pec.cittametropolitanaroma.gov.it
Comune di Roccacasale;Abruzzo;AQ;Roccacasale;comuneroccacasale@pec.it
Comune di Roccafluvione;Marche;AP;Roccafluvione;comune.roccafluvione@emarche.it
Comune di Rocca Ciglie';Piemonte;CN;Rocca Ciglie';rocca.ciglie@cert.ruparpiemonte.it
Comune di Rocca d'Arazzo;Piemonte;AT;Rocca d'Arazzo;comune.roccadarazzo.at@cert.legalmail.it
Comune di Rocca D'Arce;Lazio;FR;Rocca d'Arce;suap.roccadarce@pec.it
Comune di Rocca D'Arce;Lazio;FR;Rocca d'Arce;comuneroccadarce.serviziofinanziario@pec.it
Comune di Rocca D'Arce;Lazio;FR;Rocca d'Arce;comuneroccadarce.ufficiotecnico@pec.it
Comune di Rocca D'Arce;Lazio;FR;Rocca d'Arce;cucroccadarce@pec.it
Comune di Roccadaspide;Campania;SA;Roccadaspide;protocollo@pec.comune.roccadaspide.sa.it
Comune di Rocca De Baldi;Piemonte;CN;Rocca de' Baldi;rocca.de.baldi@cert.ruparpiemonte.it
Comune di Rocca De' Giorgi;Lombardia;PV;Rocca de' Giorgi;comune.roccadegiorgi@pec.regione.lombardia.it
Comune di Rocca D' Evandro;Campania;CE;Rocca d'Evandro;comuneroccadevandro@pec.it
Comune di Rocca di Botte;Abruzzo;AQ;Rocca di Botte;info@pec.comune.roccadibotte.aq.it
Comune di Rocca di Cambio;Abruzzo;AQ;Rocca di Cambio;vigili.roccadicambio@legalmail.it
Comune di Rocca di Cave;Lazio;RM;Rocca di Cave;segreteriaroccadicave@pec.provincia.roma.it
Comune di Rocca di Mezzo;Abruzzo;AQ;Rocca di Mezzo;ragioneria.roccadimezzo@legalmail.it
Comune di Rocca di Mezzo;Abruzzo;AQ;Rocca di Mezzo;demografici.roccadimezzo.aq@legalmail.it
Comune di Rocca di Neto;Calabria;KR;Rocca di Neto;protocollo-albopretorio.roccadineto@asmepec.it
Comune di Rocca di Papa;Lazio;RM;Rocca di Papa;protocollo@pec-comuneroccadipapa.it
Comune di Rocca di Papa;Lazio;RM;Rocca di Papa;statocivile@pec-comuneroccadipapa.it
Comune di Rocca di Papa;Lazio;RM;Rocca di Papa;elettorale@pec-comuneroccadipapa.it
Comune di Rocca di Papa;Lazio;RM;Rocca di Papa;demografici@pec-comuneroccadipapa.it
Comune di Rocca di Papa;Lazio;RM;Rocca di Papa;bilancio@pec-comuneroccadipapa.it
Comune di Roccafiorita;Sicilia;ME;Roccafiorita;comunediroccafiorita@primapec.com
Comune di Roccaforte Ligure;Piemonte;AL;Roccaforte Ligure;roccaforte.ligure@cert.ruparpiemonte.it
Comune di Roccaforte Mondovi';Piemonte;CN;Roccaforte Mondovi';roccaforte.mondovi@cert.ruparpiemonte.it
Comune di Roccaforte del Greco;Calabria;RC;Roccaforte del Greco;protocollo.roccafortedelgreco@asmepec.it
Comune di Roccaforzata;Puglia;TA;Roccaforzata;protocollo.comuneroccaforzata@pec.rupar.puglia.it
Comune di Roccagiovine;Lazio;RM;Roccagiovine;protocollo@pec.comunediroccagiovine.it
Comune di Roccagloriosa;Campania;SA;Roccagloriosa;protocollo.roccagloriosa@asmepec.it
Comune di Roccagloriosa;Campania;SA;Roccagloriosa;segretario.roccagloriosa@asmepec.it
Comune di Roccagloriosa;Campania;SA;Roccagloriosa;ragioneria.roccagloriosa@asmepec.it
Comune di Roccagloriosa;Campania;SA;Roccagloriosa;utc.roccagloriosa@asmepec.it
Comune di Roccagloriosa;Campania;SA;Roccagloriosa;anagrafe.roccagloriosa@asmepec.it
Comune di Roccagorga;Lazio;LT;Roccagorga;protocollogenerale@comuneroccagorga.telecompost.it
Comune di Roccagorga;Lazio;LT;Roccagorga;servizidemografici@comuneroccagorga.telecompost.it
Comune di Roccagorga;Lazio;LT;Roccagorga;areavigilanza@comuneroccagorga.telecompost.it
Comune di Roccagorga;Lazio;LT;Roccagorga;areacontabile@comuneroccagorga.telecompost.it
Comune di Roccagorga;Lazio;LT;Roccagorga;areatecnica@comuneroccagorga.telecompost.it
Comune di Rocca Grimalda;Piemonte;AL;Rocca Grimalda;comuneroccagrimalda@legalmail.it
Comune di Rocca Imperiale;Calabria;CS;Rocca Imperiale;comuneroccaimperiale.segreteria@postecert.it
Comune di Roccalbegna;Toscana;GR;Roccalbegna;Comune.roccalbegna@postacert.toscana.it
Comune di Roccalumera;Sicilia;ME;Roccalumera;protocollo@pec.comune.roccalumera.me.it
Comune di Roccamandolfi;Molise;IS;Roccamandolfi;comuneroccamandolfi@postecert.it
Comune di Rocca Massima;Lazio;LT;Rocca Massima;protocollo@pec.comuneroccamassima.it
Comune di Rocca Massima;Lazio;LT;Rocca Massima;comune.roccamassima.fattelettronica.pec@anutel.it
Comune di Roccamena;Sicilia;PA;Roccamena;comune.roccamena@anutel.it
Comune di Roccamena;Sicilia;PA;Roccamena;statocivile.roccamena@legalmail.it
Comune di Roccamonfina;Campania;CE;Roccamonfina;protocollo.roccamonfina@asmepec.it
Comune di Roccamonfina;Campania;CE;Roccamonfina;segretario.roccamonfina@asmepec.it
Comune di Roccamontepiano;Abruzzo;CH;Roccamontepiano;protocollo@pec.comune.roccamontepiano.ch.it
Comune di Roccamorice;Abruzzo;PE;Roccamorice;COMUNE.ROCCAMORICE@PEC.BUFFETTI.IT
Comune di Roccamorice;Abruzzo;PE;Roccamorice;comune.roccamoricefatturazione@pec.buffetti.it
Comune di Roccanova;Basilicata;PZ;Roccanova;serv.aagg-demografici@pec.comuneroccanova.it
Comune di Roccantica;Lazio;RI;Roccantica;comunediroccantica@pec.it
Comune di Rocca Pia;Abruzzo;AQ;Rocca Pia;comune.roccapia@pec.arc.it
Comune di Roccapiemonte;Campania;SA;Roccapiemonte;protocollo.roccapiemonte@asmepec.it
Comune di Roccapiemonte;Campania;SA;Roccapiemonte;settore.economico.roccapiemonte@asmepec.it
Comune di Roccapiemonte;Campania;SA;Roccapiemonte;settore.affarigenerali.roccapiemonte@asmepec.it
Comune di Roccapiemonte;Campania;SA;Roccapiemonte;settore.tecnico.roccapiemonte@asmepec.it
Comune di Roccapiemonte;Campania;SA;Roccapiemonte;settore.vigilanza.roccapiemonte@asmepec.it
Comune di Lariano;Lazio;RM;Lariano;protocollo@pec.comune.lariano.rm.it
Comune di Roccaraso;Abruzzo;AQ;Roccaraso;protocollo.roccaraso@pec.it
Comune di Roccaromana;Campania;CE;Roccaromana;comune.roccaromana@pec.it
Comune di Rocca San Casciano;Emilia Romagna;FC;Rocca San Casciano;comune.roccasancasciano@cert.provincia.fc.it
Comune di Rocca San Felice;Campania;AV;Rocca San Felice;ragioneria.roccasanfelice@asmepec.it
Comune di Rocca San Giovanni;Abruzzo;CH;Rocca San Giovanni;comune.roccasangiovanni@pec.it
Comune di Rocca Santa Maria;Abruzzo;TE;Rocca Santa Maria;roccasm@pec.it
Comune di Rocca Santo Stefano;Lazio;RM;Rocca Santo Stefano;comune.roccasantostefano.rm@pec.it
Comune di Roccascalegna;Abruzzo;CH;Roccascalegna;pec@comuneroccascalegna.it
Comune di Roccarainola;Campania;NA;Roccarainola;protocollo.roccarainola@pec.it
Comune di Roccarainola;Campania;NA;Roccarainola;elettorale.roccarainola@pec.it
Comune di Roccarainola;Campania;NA;Roccarainola;anagrafe.roccarainola@pec.it
Comune di Roccasecca;Lazio;FR;Roccasecca;comune.roccasecca@legalmail.it
Comune di Roccasecca Dei Volsci;Lazio;LT;Roccasecca dei Volsci;ROCCASECCADEIVOLSCI@POSTECERT.IT
Comune di Roccasicura;Molise;IS;Roccasicura;comune.roccasicura@postecert.it
Comune di Rocca Sinibalda;Lazio;RI;Rocca Sinibalda;segreteria.roccasinibalda.ri@legalmail.it
Comune di Roccasparvera;Piemonte;CN;Roccasparvera;roccasparvera@cert.ruparpiemonte.it
Comune di Roccaspinalveti;Abruzzo;CH;Roccaspinalveti;comune@pec.comuneroccaspinalveti.it
Comune di Roccastrada;Toscana;GR;Roccastrada;comune.roccastrada@postacert.toscana.it
Comune di Rocca Susella;Lombardia;PV;Rocca Susella;comune.roccasusella@pec.regione.lombardia.it
Comune di Roccaverano;Piemonte;AT;Roccaverano;roccaverano@cert.ruparpiemonte.it
Comune di Roccavignale;Liguria;SV;Roccavignale;protocollo@pec.comune.roccavignale.sv.it
Comune di Roccavione;Piemonte;CN;Roccavione;comune.roccavione.cn@legalmail.it
Comune di Roccavivara;Molise;CB;Roccavivara;comune.roccavivaracb@legalmail.it
Comune di Roccavivara;Molise;CB;Roccavivara;statocivile.roccavivara@cert.regione.molise.it
Comune di Roccella Valdemone;Sicilia;ME;Roccella Valdemone;segreteria@pec.comune.roccellavaldemone.me.it
Comune di Roccella Valdemone;Sicilia;ME;Roccella Valdemone;ragioneria@pec.comune.roccellavaldemone.me.it
Comune di Roccella Valdemone;Sicilia;ME;Roccella Valdemone;demografici@pec.comune.roccellavaldemone.me.it
Comune di Roccella Valdemone;Sicilia;ME;Roccella Valdemone;utc@pec.comune.roccellavaldemone.me.it
Comune di Roccella Valdemone;Sicilia;ME;Roccella Valdemone;sindaco@pec.comune.roccellavaldemone.me.it
Comune di Roccella Jonica;Calabria;RC;Roccella Ionica;protocollo.roccellaionica@asmepec.it
Comune di Rocchetta a Volturno;Molise;IS;Rocchetta a Volturno;protocollo.rocchettaavolturno@pec.it
Comune di Rocchetta E Croce;Campania;CE;Rocchetta e Croce;protocollo.rocchettaecroce@asmepec.it
Comune di Rocchetta E Croce;Campania;CE;Rocchetta e Croce;ragioneria.rocchettaecroce@asmepec.it
Comune di Castel Vittorio;Liguria;IM;Castel Vittorio;comune.castelvittorio.im@legalmail.it
Comune di Rocchetta Nervina;Liguria;IM;Rocchetta Nervina;comunedirocchettanervina@legalmail.it
Comune di Rocchetta di Vara;Liguria;SP;Rocchetta di Vara;protocollo@pec.comune.rocchettadivara.sp.it
Comune di Rocchetta Belbo;Piemonte;CN;Rocchetta Belbo;comune.rocchettabelbo.cn@cert.legalmail.it
Comune di Rocchetta Ligure;Piemonte;AL;Rocchetta Ligure;rocchetta.ligure@cert.ruparpiemonte.it
Comune di Rocchetta Palafea;Piemonte;AT;Rocchetta Palafea;rocchetta.palafea@cert.ruparpiemonte.it
Comune di Rocchetta Sant'Antonio;Puglia;FG;Rocchetta Sant'Antonio;protocollocomune.rocchettasantantonio.fg@pec.leonet.it
Comune di Rocchetta Tanaro;Piemonte;AT;Rocchetta Tanaro;info@pec.comune.rocchettatanaro.at.it
Comune di Rodano;Lombardia;MI;Rodano;comune.rodano@pec.regione.lombardia.it
Comune di Roddi;Piemonte;CN;Roddi;comunediroddi@professionalpec.it
Comune di Roddino;Piemonte;CN;Roddino;roddino@pec.langabarolo.it
Comune di Rodello;Piemonte;CN;Rodello;rodello@legalmail.it
Comune di Rodengo;Trentino Alto Adige;BZ;Rodengo;rodeneck.rodengo@legalmail.it
Comune di Rodengo Saiano;Lombardia;BS;Rodengo Saiano;protocollo@pec.comune.rodengo-saiano.bs.it
Comune di Rodengo Saiano;Lombardia;BS;Rodengo Saiano;anagrafe@pec.rodengosaiano.net
Comune di Rodero;Lombardia;CO;Rodero;comune.rodero@pec.regione.lombardia.it
Comune di Rodi' Milici;Sicilia;ME;Rodi' Milici;comunerodimilici@pec.it
Comune di Rodi Garganico;Puglia;FG;Rodi Garganico;comune.rodigarganico@pec.it
Comune di Rodigo;Lombardia;MN;Rodigo;comune.rodigo@pec.regione.lombardia.it
Comune di Roe' Volciano;Lombardia;BS;Roe' Volciano;protocollo@pec.comune.roevolciano.bs.it
Comune di Rofrano;Campania;SA;Rofrano;protocollo.rofrano@asmepec.it
Comune di Rogeno;Lombardia;LC;Rogeno;comune.rogeno@pec.regione.lombardia.it
Comune di Roggiano Gravina;Calabria;CS;Roggiano Gravina;sindaco@pec.comune.roggianogravina.cs.it
Comune di Roggiano Gravina;Calabria;CS;Roggiano Gravina;edilizia@pec.comune.roggianogravina.cs.it
Comune di Roggiano Gravina;Calabria;CS;Roggiano Gravina;protocollo@pec.comune.roggianogravina.cs.it
Comune di Roggiano Gravina;Calabria;CS;Roggiano Gravina;demografici@pec.comune.roggianogravina.cs.it
Comune di Roghudi;Calabria;RC;Roghudi;COMUNEROGHUDI@PEC.IT
Comune di Rogliano;Calabria;CS;Rogliano;protocollo.rogliano@asmepec.it
Comune di Rognano;Lombardia;PV;Rognano;postacertificata@pec.comune.rognano.pv.it
Comune di Rogno;Lombardia;BG;Rogno;comune.rogno@pec.comune.rogno.bg.it
Comune di Rogolo;Lombardia;SO;Rogolo;protocollo.rogolo@cert.provincia.so.it
Comune di San Vito Romano;Lazio;RM;San Vito Romano;segreteriasanvitoromano@pec.cittametropolitanaroma.gov.it
Comune di Roio del Sangro;Abruzzo;CH;Roio del Sangro;comuneroio@pec.mediosangro.it
Comune di Roisan;Valle D'Aosta;AO;Roisan;protocollo@pec.comune.roisan.ao.it
Comune di Roletto;Piemonte;TO;Roletto;protocollo@pec.comune.roletto.to.it
Comune di Rolo;Emilia Romagna;RE;Rolo;rolo@cert.provincia.re.it
Comune di Romagnano Sesia;Piemonte;NO;Romagnano Sesia;romagnano.sesia@cert.ruparpiemonte.it
Comune di Romagnano al Monte;Campania;SA;Romagnano al Monte;comunediromagnano@asmepec.it
Comune di Romagnese;Lombardia;PV;Romagnese;comune.romagnese@pec.regione.lombardia.it
Comune di Romallo;Trentino Alto Adige;TN;Romallo;romallo@pec.it
Comune di Romana;Sardegna;SS;Romana;protocollo@pec.comune.romana.ss.it
Comune di Romanengo;Lombardia;CR;Romanengo;comune.romanengo@pec.regione.lombardia.it
Comune di Romano di Lombardia;Lombardia;BG;Romano di Lombardia;segreteria.comune.romano@pec.regione.lombardia.it
Comune di Romano Canavese;Piemonte;TO;Romano Canavese;romanocanavese@postemailcertificata.it
Comune di Romano D'Ezzelino;Veneto;VI;Romano d'Ezzelino;mail@pec.comune.romano.vi.it
Comune di Romans d'Isonzo;Friuli Venezia Giulia;GO;Romans d'Isonzo;comune.romansdisonzo@certgov.fvg.it
Comune di Rombiolo;Calabria;VV;Rombiolo;protocollo.rombiolo@asmepec.it
Comune di Rombiolo;Calabria;VV;Rombiolo;anagrafelettorale.rombiolo@asmepec.it
Comune di Rombiolo;Calabria;VV;Rombiolo;amministrativa.rombiolo@asmepec.it
Comune di Rombiolo;Calabria;VV;Rombiolo;ragioneria.rombiolo@asmepec.it
Comune di Romeno;Trentino Alto Adige;TN;Romeno;comune@pec.comune.romeno.tn.it
Comune di Romentino;Piemonte;NO;Romentino;area.amministrativa@pec.comune.romentino.no.it
Comune di Romentino;Piemonte;NO;Romentino;demografici@pec.comune.romentino.no.it
Comune di Romentino;Piemonte;NO;Romentino;ufficiotecnico@pec.comune.romentino.no.it
Comune di Romentino;Piemonte;NO;Romentino;polizialocale@pec.comune.romentino.no.it
Comune di Romentino;Piemonte;NO;Romentino;tributi@pec.comune.romentino.no.it
Comune di Rometta;Sicilia;ME;Rometta;protocollo@pec.comunerometta.com
Comune di Ronago;Lombardia;CO;Ronago;comune.ronago@pec.provincia.como.it
Comune di Ronca';Veneto;VR;Ronca';protocollo.comune.ronca.vr@pecveneto.it
Comune di Roncade;Veneto;TV;Roncade;roncade@comune.roncade.legalmail.it
Comune di Roncadelle;Lombardia;BS;Roncadelle;protocollo@pec.comune.roncadelle.bs.it
Comune di Roncaro;Lombardia;PV;Roncaro;comune.roncaro@halleycert.it
Comune di Roncaro;Lombardia;PV;Roncaro;ufficiotecnico.comune.roncaro@pec.regione.lombardia.it
Comune di Roncaro;Lombardia;PV;Roncaro;comune.roncaro@legalpec.it
Comune di Roncello;Lombardia;MB;Roncello;comune.roncello@pec.regione.lombardia.it
Comune di Ronchi dei Legionari;Friuli Venezia Giulia;GO;Ronchi dei Legionari;comune.ronchideilegionari@certgov.fvg.it
Comune di Ronchi Valsugana;Trentino Alto Adige;TN;Ronchi Valsugana;comune@pec.comune.ronchivalsugana.tn.it
Comune di Ronchis;Friuli Venezia Giulia;UD;Ronchis;comune.ronchis@certgov.fvg.it
Comune di Ronciglione;Lazio;VT;Ronciglione;comuneronciglione@legalmail.it
Comune di Roncobello;Lombardia;BG;Roncobello;comune.roncobello@legalmail.it
Comune di Ronco Scrivia;Liguria;GE;Ronco Scrivia;comune.roncoscrivia@pec.it
Comune di Ronco Briantino;Lombardia;MB;Ronco Briantino;comune.roncobriantino@legalmail.it
Comune di Ronco Biellese;Piemonte;BI;Ronco Biellese;ronco.biellese@pec.ptbiellese.it
Comune di Ronco all'Adige;Veneto;VR;Ronco all'Adige;protocollo@pec.comune.roncoalladige.vr.it
Comune di Roncoferraro;Lombardia;MN;Roncoferraro;protocollo.comune.roncoferraro@pec.regione.lombardia.it
Comune di Roncofreddo;Emilia Romagna;FC;Roncofreddo;roncofreddo@cert.provincia.fc.it
Comune di Roncola;Lombardia;BG;Roncola;comune.roncola@pec.regione.lombardia.it
Comune di Rondanina;Liguria;GE;Rondanina;comunerondanina@pec.it
Comune di Rondissone;Piemonte;TO;Rondissone;comune.rondissone.pec@actaliscertymail.it
Comune di Ronsecco;Piemonte;VC;Ronsecco;protocollo@pec.comune.ronsecco.vc.it
Comune di Ronzone;Trentino Alto Adige;TN;Ronzone;comune@pec.comune.ronzone.tn.it
Comune di Roppolo;Piemonte;BI;Roppolo;roppolo@pec.ptbiellese.it
Comune di Rora';Piemonte;TO;Rora';rora@cert.ruparpiemonte.it
Comune di Roure;Piemonte;TO;Roure;roure@cert.ruparpiemonte.it
Comune di Rosa';Veneto;VI;Rosa';protocollo.comune.rosa.vi@pecveneto.it
Comune di Rosarno;Calabria;RC;Rosarno;comune.rosarno@pec.comune.rosarno.rc.it
Comune di Rosasco;Lombardia;PV;Rosasco;comune.rosasco@pec.regione.lombardia.it
Comune di Rosate;Lombardia;MI;Rosate;comune.rosate@pec.regione.lombardia.it
Comune di Rosazza;Piemonte;BI;Rosazza;rosazza@pec.ptbiellese.it
Comune di Rosciano;Abruzzo;PE;Rosciano;ragioneria.comunedirosciano@pec.it
Comune di Rosciano;Abruzzo;PE;Rosciano;protocollo.comunedirosciano@pec.it
Comune di Roscigno;Campania;SA;Roscigno;ufficioprotocolloroscigno@asmepec.it
Comune di Rose;Calabria;CS;Rose;protocollo.comune.rose.cs@pec.it
Comune di Rose;Calabria;CS;Rose;socioculturale.rose.cs@asmepec.it
Comune di Rose;Calabria;CS;Rose;elettorale.comune.rose@asmepec.it
Comune di Rose;Calabria;CS;Rose;ufficidemografici.rose.cs@asmepec.it
Comune di Rose;Calabria;CS;Rose;utc.rose.cs@asmepec.it
Comune di Montebello sul Sangro;Abruzzo;CH;Montebello sul Sangro;comunemontebellosulsangro@emailcertificatapec.it
Comune di Rosello;Abruzzo;CH;Rosello;rosello.comune@larpec.com
Comune di Roseto Valfortore;Puglia;FG;Roseto Valfortore;ufficioragioneria@pec.roseto-valfortore.it
Comune di Rosignano Monferrato;Piemonte;AL;Rosignano Monferrato;municipio@pec.comune.rosignanomonferrato.al.it
Comune di Rosignano Marittimo;Toscana;LI;Rosignano Marittimo;comune.rosignanomarittimo@postacert.toscana.it
Comune di Roseto Capo Spulico;Calabria;CS;Roseto Capo Spulico;sindaco.comunerosetocs@asmepec.it
Comune di Roseto Capo Spulico;Calabria;CS;Roseto Capo Spulico;segreteria.comunerosetocs@asmepec.it
Comune di Rosolina;Veneto;RO;Rosolina;protocollo@pec.comune.rosolina.ro.it
Comune di Rosolini;Sicilia;SR;Rosolini;protocollo@pec.comune.rosolini.sr.it
Comune di Rosora;Marche;AN;Rosora;comune@pec.comune.rosora.an.it
Comune di Rossa;Piemonte;VC;Rossa;rossa@cert.ruparpiemonte.it
Comune di Rossana;Piemonte;CN;Rossana;rossana@cert.ruparpiemonte.it
Comune di Rossano;Calabria;CS;Rossano;fatturerossanocs@pec.it
Comune di Rossano;Calabria;CS;Rossano;protocollo.comunerossano@pec.giuffre.it
Comune di Rossano Veneto;Veneto;VI;Rossano Veneto;rossanoveneto.vi@cert.ip-veneto.net
Comune di Rossiglione;Liguria;GE;Rossiglione;comune.rossiglione@postecert.it
Comune di Rosta;Piemonte;TO;Rosta;protocollo@pec.comune.rosta.to.it
Comune di Rota d'Imagna;Lombardia;BG;Rota d'Imagna;comune.rotadimagna@pec.regione.lombardia.it
Comune di Rota Greca;Calabria;CS;Rota Greca;ufficiomessorotagreca@asmepec.it
Comune di Rota Greca;Calabria;CS;Rota Greca;ufficiotecnicorotagreca@asmepec.it
Comune di Rota Greca;Calabria;CS;Rota Greca;ufficiotributirotagreca@asmepec.it
Comune di Rota Greca;Calabria;CS;Rota Greca;ufficioservizidemograficirotagreca@asmepec.it
Comune di Rotella;Marche;AP;Rotella;protocollo.comune.rotella@pec.it
Comune di Rotello;Molise;CB;Rotello;comunerotello-cb@pec.leonet.it
Comune di Rotonda;Basilicata;PZ;Rotonda;protocollo@pec.comune.rotonda.pz.it
Comune di Rotondella;Basilicata;MT;Rotondella;protocollo@pec.comune.rotondella.mt.it
Comune di Rotondi;Campania;AV;Rotondi;protocollo.rotondi@asmepec.it
Comune di Rotondi;Campania;AV;Rotondi;commercio.rotondi@asmepec.it
Comune di Rotondi;Campania;AV;Rotondi;fatture.rotondi@asmepec.it
Comune di Rotondi;Campania;AV;Rotondi;ragioneria.rotondi@asmepec.it
Comune di Rottofreno;Emilia Romagna;PC;Rottofreno;comune.rottofreno@sintranet.legalmail.it
Comune di Rotzo;Veneto;VI;Rotzo;servizidemografici.comune.rotzo.vi@pecveneto.it
Comune di Rovato;Lombardia;BS;Rovato;protocollo@pec.comune.rovato.bs.it
Comune di Rovegno;Liguria;GE;Rovegno;comune.rovegno@legalmail.it
Comune di Rovellasca;Lombardia;CO;Rovellasca;comune.rovellasca@pec.provincia.como.it
Comune di Rovello Porro;Lombardia;CO;Rovello Porro;comune.rovelloporro@pec.provincia.como.it
Comune di Roverbella;Lombardia;MN;Roverbella;roverbella.mn@legalmail.it
Comune di Roverchiara;Veneto;VR;Roverchiara;segreteria.unionedxadige.vr@pecveneto.it
Comune di Roverchiara;Veneto;VR;Roverchiara;servizidemografici.roverchiara@legalmail.it
Comune di Rovere' della Luna;Trentino Alto Adige;TN;Rovere' della Luna;protocollo.comune.roveredl@legalmail.it
Comune di Rovere Veronese;Veneto;VR;Rovere' Veronese;comune.rovereveronese@pec.it
Comune di Roveredo In Piano;Friuli Venezia Giulia;PN;Roveredo in Piano;comune.roveredoinpiano@certgov.fvg.it
Comune di Roveredo di Gua';Veneto;VR;Roveredo di Gua';protocollo@pec.comune.roveredodigua.vr.it
Comune di Rovereto;Trentino Alto Adige;TN;Rovereto;comunerovereto.tn@legalmail.it
Comune di Rovescala;Lombardia;PV;Rovescala;protocollo@pec.comune.rovescala.pv.it
Comune di Rovetta;Lombardia;BG;Rovetta;comune.rovetta@pec.regione.lombardia.it
Comune di Roviano;Lazio;RM;Roviano;comuneroviano@pec.it
Comune di Rovigo;Veneto;RO;Rovigo;comunerovigo@legalmail.it
Comune di Rovito;Calabria;CS;Rovito;ragioneria.rovito@asmepec.it
Comune di Rovito;Calabria;CS;Rovito;utc.rovito@asmepec.it
Comune di Rovolon;Veneto;PD;Rovolon;rovolon.pd@cert.ip-veneto.net
Comune di Rozzano;Lombardia;MI;Rozzano;protocollo.comune.rozzano@pec.regione.lombardia.it
Comune di Rubano;Veneto;PD;Rubano;rubano.pd@cert.ip-veneto.net
Comune di Rubiana;Piemonte;TO;Rubiana;comune.rubiana.to@cert.legalmail.it
Comune di Rubiana;Piemonte;TO;Rubiana;poliziamunicipale.rubiana@legalmail.it
Comune di Rubiana;Piemonte;TO;Rubiana;demografico.rubiana@legalmail.it
Comune di Rubiana;Piemonte;TO;Rubiana;tributi.rubiana@legalmail.it
Comune di Rubiana;Piemonte;TO;Rubiana;ufficiotecnico.rubiana@legalmail.it
Comune di Rubiera;Emilia Romagna;RE;Rubiera;comune.rubiera@postecert.it
Comune di Ruda;Friuli Venezia Giulia;UD;Ruda;comune.ruda@certgov.fvg.it
Comune di Rudiano;Lombardia;BS;Rudiano;protocollo@pec.comune.rudiano.bs.it
Comune di Rueglio;Piemonte;TO;Rueglio;comunerueglio@plionpec.it
Comune di Ruffano;Puglia;LE;Ruffano;segreteria.comune.ruffano@pec.rupar.puglia.it
Comune di Ruffia;Piemonte;CN;Ruffia;ruffia@postemailcertificata.it
Comune di Ruffre';Trentino Alto Adige;TN;Ruffre'-Mendola;comune@pec.comune.ruffremendola.tn.it
Comune di Rufina;Toscana;FI;Rufina;comune.rufina@postacert.toscana.it
Comune di Ruino;Lombardia;PV;Ruino;comune.ruino@legalpec.it
Comune di Rumo;Trentino Alto Adige;TN;Rumo;comune@pec.comune.rumo.tn.it
Comune di Ruoti;Basilicata;PZ;Ruoti;comune.ruoti@ruoti.gov.it
Comune di Russi;Emilia Romagna;RA;Russi;pg.comune.russi.ra.it@legalmail.it
Comune di Russi;Emilia Romagna;RA;Russi;demograficorussi@legalmail.it
Comune di Rutigliano;Puglia;BA;Rutigliano;tetro.michele@cert.comune.rutigliano.ba.it
Comune di Rutigliano;Puglia;BA;Rutigliano;lavori.pubblici@cert.comune.rutigliano.ba.it
Comune di Rutino;Campania;SA;Rutino;protocollo.rutino@asmepec.it
Comune di Rutino;Campania;SA;Rutino;segreteria.rutino@asmepec.it
Comune di Rutino;Campania;SA;Rutino;servizidemografici.rutino@asmepec.it
Comune di Rutino;Campania;SA;Rutino;ufficiotecnico.rutino@asmepec.it
Comune di Rutino;Campania;SA;Rutino;ragioneria.rutino@asmepec.it
Comune di Ruvo di Puglia;Puglia;BA;Ruvo di Puglia;comuneruvodipuglia@postecert.it
Comune di Ruvo del Monte;Basilicata;PZ;Ruvo del Monte;demografici.ruvodelmonte@cert.ruparbasilicata.it
Comune di Ruvo del Monte;Basilicata;PZ;Ruvo del Monte;elettorale@pec.comune.ruvodelmonte.pz.it
Comune di Ruvo del Monte;Basilicata;PZ;Ruvo del Monte;affarigenerali@pec.comune.ruvodelmonte.pz.it
Comune di Ruvo del Monte;Basilicata;PZ;Ruvo del Monte;ragioneria@pec.comune.ruvodelmonte.pz.it
Comune di Ruvo del Monte;Basilicata;PZ;Ruvo del Monte;utc@pec.comune.ruvodelmonte.pz.it
Comune di Sabaudia;Lazio;LT;Sabaudia;comunesabaudia@legalmail.it
Comune di Sabbio Chiese;Lombardia;BS;Sabbio Chiese;protocollo@pec.comune.sabbio.bs.it
Comune di Sabbio Chiese;Lombardia;BS;Sabbio Chiese;demografici@pec.comune.sabbio.bs.it
Comune di Sabbioneta;Lombardia;MN;Sabbioneta;comune.sabbioneta@pec.regione.lombardia.it
Comune di Sacco;Campania;SA;Sacco;tributisacco@legalmail.it
Comune di Saccolongo;Veneto;PD;Saccolongo;saccolongo.pd@cert.ip-veneto.net
Comune di Sacile;Friuli Venezia Giulia;PN;Sacile;comune.sacile@certgov.fvg.it
Comune di Sacrofano;Lazio;RM;Sacrofano;comune@pec.comunedisacrofano.it
